id_perfil,nombre_perfil,rank,id_documento,titulo,fuente,seccion,tipo_archivo,ruta_local,url_origen,score_similitud,embedding_perfil_preview,embedding_documento_preview,texto_documento_muestra
perfil_003_consultor_silver,Consultor senior Silver en transición,9,doc_0053,Consultoría de Internacionalización,CEEI Elche,Fichas,pdf,data/raw/ceei_elche/pdf/Fichas/Consultoría de Internacionalización.pdf,,0.456106,"[-0.0542, 0.0751, 0.0326, 0.0045, -0.0387, 0.009, 0.0239, 0.0077]","[0.0164, -0.0409, 0.0171, -0.043, 0.0395, -0.0075, -0.0596, 0.0285]","Consultoría de Internacionalización | CEEI Elche | Fichas | pdf | Consultoría de Internacionalización CEEI Elche Fichas pdf Fichas de Actividades Empresariales www.recursosparaemprendedores.es RANKING DE PRINCIPALES PAÍSES DESTINO DE EXPORTACIÓN ESPAÑOLA, 2011 AMENAZAS Riesgos no previstos de inicio Competencia ya consolidada en el sector Mercado cerrado a nuevos competidores PUNTOS FUERTES Clientes que valoran la presencia internacional y prestigio de imagen Incorporación de personal altamente"
perfil_003_consultor_silver,Consultor senior Silver en transición,10,doc_0199,Informe Benchmarking CEEI Elche 2018-2019_ Análisis sobre metodologías y herramientas de innovación_Informes y estudios,CEEI Elche,Informes_y_Publicaciones,pdf,data/raw/ceei_elche/pdf/Informes_y_Publicaciones/Informe Benchmarking CEEI Elche 2018-2019_ Análisis sobre metodologías y herramientas de innovación_Informes y estudios.pdf,,0.454486,"[-0.0542, 0.0751, 0.0326, 0.0045, -0.0387, 0.009, 0.0239, 0.0077]","[-0.1188, -0.0273, 0.0186, -0.0117, 0.0116, 0.0196, -0.0644, 0.0141]","Informe Benchmarking CEEI Elche 2018-2019_ Análisis sobre metodologías y herramientas de innovación_Informes y estudios | CEEI Elche | Informes_y_Publicaciones | pdf | Informe Benchmarking CEEI Elche 2018-2019_ Análisis sobre metodologías y herramientas de innovación_Informes y estudios CEEI Elche Informes_y_Publicaciones pdf Informe Benchmarking CEEI Elche 2018-2019 Servicios, Herramientas y Metodologías para el desarrollo y crecimiento empresarial Este proyecto ha sido elaborado gracias al apo"
perfil_004_mentor_negocios_tradicionales,Mentor de negocios tradicionales,1,doc_0154,Claves del Mentoring en Desarrollo de NegocioPlan de Trabajo y Metodologías Aplicables,CEEI Elche,Infografias,pdf,data/raw/ceei_elche/pdf/Infografias/Claves del Mentoring en Desarrollo de NegocioPlan de Trabajo y Metodologías Aplicables.pdf,,0.608847,"[0.0179, 0.057, -0.0304, 0.0046, -0.0188, 0.0356, 0.0014, 0.0292]","[-0.0331, 0.0193, 0.0031, 0.0095, 0.0771, 0.0415, -0.0557, -0.0145]",Claves del Mentoring en Desarrollo de NegocioPlan de Trabajo y Metodologías Aplicables | CEEI Elche | Infografias | pdf | Claves del Mentoring en Desarrollo de NegocioPlan de Trabajo y Metodologías Aplicables CEEI Elche Infografias pdf 3 2 1 Claves del Mentoring en Desarrollo de Negocio Claves del Mentoring en Desarrollo de Negocio En este recurso te ofrecemos información de herramientas que puedes usar si eres emprendedor o tienes una start up. Dependiendo de la fase en la que te encuentres y d
perfil_004_mentor_negocios_tradicionales,Mentor de negocios tradicionales,2,doc_0337,Despacho Profesional: Servicios de Consultoría Modelo de Negocio,CEEI Valencia,Ficha_HTML,txt,data/raw/ceei_valencia/txt/21519_despacho_profesional_servicios_de_consultoría_modelo_de_negocio.txt,https://ceeivalencia.emprenemjunts.es/?op=13&n=21519,0.60464,"[0.0179, 0.057, -0.0304, 0.0046, -0.0188, 0.0356, 0.0014, 0.0292]","[-0.0367, -0.0424, -0.0161, 0.037, -0.057, 0.0126, -0.0022, 0.0688]",Despacho Profesional: Servicios de Consultoría Modelo de Negocio | CEEI Valencia | Ficha_HTML | txt | https://ceeivalencia.emprenemjunts.es/?op=13&n=21519 | Despacho Profesional: Servicios de Consultoría Modelo de Negocio CEEI Valencia Ficha_HTML txt https://ceeivalencia.emprenemjunts.es/?op=13&n=21519 TITULO: Despacho Profesional: Servicios de Consultoría Modelo de Negocio URL_PAGINA: https://ceeivalencia.emprenemjunts.es/?op=13&n=21519 URL_DESCARGA_ORIGINAL: https://ceeivalencia.emprenemjunts.
perfil_004_mentor_negocios_tradicionales,Mentor de negocios tradicionales,3,doc_0394,"Networking, mentoring y techscouting Tres modelos de innovación abierta para tu negocio",CEEI Valencia,Documento_PDF,pdf,documentos_ceei_valencia/20407_networking_mentoring_y_techscouting_tres_modelos_de_innovacion_abierta_para_tu_negocio.pdf,https://ceeivalencia.emprenemjunts.es/?op=13&n=20407,0.59841,"[0.0179, 0.057, -0.0304, 0.0046, -0.0188, 0.0356, 0.0014, 0.0292]","[-0.0383, -0.0808, 0.0352, 0.013, 0.0065, 0.0359, -0.05, 0.0751]","Networking, mentoring y techscouting Tres modelos de innovación abierta para tu negocio | CEEI Valencia | Documento_PDF | pdf | https://ceeivalencia.emprenemjunts.es/?op=13&n=20407 | Networking, mentoring y techscouting Tres modelos de innovación abierta para tu negocio CEEI Valencia Documento_PDF pdf https://ceeivalencia.emprenemjunts.es/?op=13&n=20407 Networking, mentoring y techscouting PLAYBOOK FORMATIVO TRES MODELOS DE INNOV ACIÓN ABIERTA PARA TU NEGOCIO PLAYBOOK FORMATIVO NETWORKING, MENTO"
perfil_004_mentor_negocios_tradicionales,Mentor de negocios tradicionales,4,doc_0232,Despacho Profesional: Servicios de Consultoría,CEEI Elche,Modelos_de_Negocio_texto,txt,data/raw/ceei_elche/pdf/Modelos_de_Negocio_texto/Despacho Profesional_ Servicios de Consultoría.txt,https://ceeielche.emprenemjunts.es/?op=13&n=21519,0.581214,"[0.0179, 0.057, -0.0304, 0.0046, -0.0188, 0.0356, 0.0014, 0.0292]","[-0.056, -0.0135, -0.0214, 0.0153, -0.1003, -0.014, -0.0149, 0.0699]","Despacho Profesional: Servicios de Consultoría | CEEI Elche | Modelos_de_Negocio_texto | txt | https://ceeielche.emprenemjunts.es/?op=13&n=21519 | Despacho Profesional: Servicios de Consultoría CEEI Elche Modelos_de_Negocio_texto txt https://ceeielche.emprenemjunts.es/?op=13&n=21519 Titulo: Despacho Profesional: Servicios de Consultoría URL: https://ceeielche.emprenemjunts.es/?op=13&n=21519 Despacho Profesional: Servicios de Consultoría Despacho Profesional: Servicios de Consultoría viernes, 01"
perfil_004_mentor_negocios_tradicionales,Mentor de negocios tradicionales,5,doc_0050,Community Manager,CEEI Elche,Fichas,pdf,data/raw/ceei_elche/pdf/Fichas/Community Manager.pdf,,0.578422,"[0.0179, 0.057, -0.0304, 0.0046, -0.0188, 0.0356, 0.0014, 0.0292]","[0.0141, -0.034, 0.0585, 0.0153, 0.0018, -0.0455, -0.0258, 0.0295]","Community Manager | CEEI Elche | Fichas | pdf | Community Manager CEEI Elche Fichas pdf Fichas de Actividades Empresariales www.recursosparaemprendedores.es CONTEXTO SECTORIAL En el contexto actual en el que los consumidores emplean cada vez más el medio digital para informarse sobre las empresas, sus marcas, la aparición de nuevos productos e incluso la compra de los mismos, es necesario que las organizaciones se posicionen correctamente. Este aspecto fomenta la aparición de perfiles como el de"
perfil_004_mentor_negocios_tradicionales,Mentor de negocios tradicionales,6,doc_0285,Servicios profesionales empresariales Modelo de Negocio de Actividades Empresariales,CEEI Valencia,Ficha_HTML,txt,data/raw/ceei_valencia/txt/14644_servicios_profesionales_empresariales_modelo_de_negocio_de_actividades_empresariales.txt,https://ceeivalencia.emprenemjunts.es/?op=13&n=14644,0.5757,"[0.0179, 0.057, -0.0304, 0.0046, -0.0188, 0.0356, 0.0014, 0.0292]","[-0.0294, -0.0645, 0.0152, 0.0328, -0.0346, -0.0109, 0.009, 0.0536]",Servicios profesionales empresariales Modelo de Negocio de Actividades Empresariales | CEEI Valencia | Ficha_HTML | txt | https://ceeivalencia.emprenemjunts.es/?op=13&n=14644 | Servicios profesionales empresariales Modelo de Negocio de Actividades Empresariales CEEI Valencia Ficha_HTML txt https://ceeivalencia.emprenemjunts.es/?op=13&n=14644 TITULO: Servicios profesionales empresariales Modelo de Negocio de Actividades Empresariales URL_PAGINA: https://ceeivalencia.emprenemjunts.es/?op=13&n=1464
perfil_004_mentor_negocios_tradicionales,Mentor de negocios tradicionales,7,doc_0010,Guía de apoyo Listado de Guías de Actividades Emp,CEEI Elche,General,pdf,data/raw/ceei_elche/original/Guía de apoyo Listado de Guías de Actividades Emp.pdf,,0.557745,"[0.0179, 0.057, -0.0304, 0.0046, -0.0188, 0.0356, 0.0014, 0.0292]","[-0.0123, 0.0414, 0.0536, 0.0637, 0.039, 0.0035, 0.0047, 0.0122]","Guía de apoyo Listado de Guías de Actividades Emp | CEEI Elche | General | pdf | Guía de apoyo Listado de Guías de Actividades Emp CEEI Elche General pdf 1 GUÍAS DE ACTIVIDADES EMPRESARIALES (www.guiasceei.com) Actividades de asesoría, consultoría e investigación  Agencias de exportación  Consultoría de prevención de riesgos laborales  Despachos profesionales  Empresas de I+D  Gabinetes de diseño industrial  Gestión cultural  Gestión de patrimonio cultural  Gestoría administrativa  Cons"
perfil_004_mentor_negocios_tradicionales,Mentor de negocios tradicionales,8,doc_0174,Mentorización a emprendedores potenciado por IAAcompañamiento con herramientas productivas de IA,CEEI Elche,Infografias,pdf,data/raw/ceei_elche/pdf/Infografias/Mentorización a emprendedores potenciado por IAAcompañamiento con herramientas productivas de IA.pdf,,0.551826,"[0.0179, 0.057, -0.0304, 0.0046, -0.0188, 0.0356, 0.0014, 0.0292]","[0.0161, 0.0101, -0.0086, 0.0034, 0.0479, 0.0372, -0.0044, 0.0352]",Mentorización a emprendedores potenciado por IAAcompañamiento con herramientas productivas de IA | CEEI Elche | Infografias | pdf | Mentorización a emprendedores potenciado por IAAcompañamiento con herramientas productivas de IA CEEI Elche Infografias pdf PASO A PASO: MENTORÍA www.emprenemjunts.es DE EMPRENDEDORES POTENCIADA POR IA PREPARACIÓN Y CAPTURA 01 ChatGPT / Gemini. Generar agenda y preguntas personalizadas. Grabar sesión y transcribir. Crear Cerebro Externo y subir transcripción. 02 Gen
perfil_004_mentor_negocios_tradicionales,Mentor de negocios tradicionales,9,doc_0053,Consultoría de Internacionalización,CEEI Elche,Fichas,pdf,data/raw/ceei_elche/pdf/Fichas/Consultoría de Internacionalización.pdf,,0.544942,"[0.0179, 0.057, -0.0304, 0.0046, -0.0188, 0.0356, 0.0014, 0.0292]","[0.0164, -0.0409, 0.0171, -0.043, 0.0395, -0.0075, -0.0596, 0.0285]","Consultoría de Internacionalización | CEEI Elche | Fichas | pdf | Consultoría de Internacionalización CEEI Elche Fichas pdf Fichas de Actividades Empresariales www.recursosparaemprendedores.es RANKING DE PRINCIPALES PAÍSES DESTINO DE EXPORTACIÓN ESPAÑOLA, 2011 AMENAZAS Riesgos no previstos de inicio Competencia ya consolidada en el sector Mercado cerrado a nuevos competidores PUNTOS FUERTES Clientes que valoran la presencia internacional y prestigio de imagen Incorporación de personal altamente"
perfil_004_mentor_negocios_tradicionales,Mentor de negocios tradicionales,10,doc_0155,Claves para crear una cultura de innovación colaborativa en tu empresa,CEEI Elche,Infografias,pdf,data/raw/ceei_elche/pdf/Infografias/Claves para crear una cultura de innovación colaborativa en tu empresa.pdf,,0.541652,"[0.0179, 0.057, -0.0304, 0.0046, -0.0188, 0.0356, 0.0014, 0.0292]","[-0.0341, -0.0426, 0.0071, -0.04, -0.0728, -0.0141, -0.054, 0.0079]","Claves para crear una cultura de innovación colaborativa en tu empresa | CEEI Elche | Infografias | pdf | Claves para crear una cultura de innovación colaborativa en tu empresa CEEI Elche Infografias pdf FIN AN CIA: CO O RD IN A: FOMENTAR LA DIVERSIDAD Y LA INCLUSIÓN La diversidad de perspectivas y experiencias es muy útil para generar grandes conversaciones y reflexiones. Incentiva la participación de empleados de diferentes antecedentes, departamentos y niveles jerárquicos. ESTABLECER UN ENTOR"
perfil_005_emprendedora_rural_agroalimentaria,Emprendedora rural en el sector agroalimentario,1,doc_0204,Informe de resultados 2023_ HUB Nueva Ruralidad RegenerativaLo rural como punta de lanza de la transformación económica_,CEEI Elche,Informes_y_Publicaciones,pdf,data/raw/ceei_elche/pdf/Informes_y_Publicaciones/Informe de resultados 2023_ HUB Nueva Ruralidad RegenerativaLo rural como punta de lanza de la transformación económica_.pdf,,0.666062,"[0.0495, -0.0012, 0.0971, 0.0359, 0.0511, -0.0038, -0.0208, -0.0251]","[-0.0011, -0.0205, 0.0401, 0.047, 0.0376, 0.0398, -0.0807, -0.0709]","Informe de resultados 2023_ HUB Nueva Ruralidad RegenerativaLo rural como punta de lanza de la transformación económica_ | CEEI Elche | Informes_y_Publicaciones | pdf | Informe de resultados 2023_ HUB Nueva Ruralidad RegenerativaLo rural como punta de lanza de la transformación económica_ CEEI Elche Informes_y_Publicaciones pdf INNOVACIÓN COLABORATIVA TERRITORIAL Cooperar para innovary transformar NUEVA RURALIDAD REGENERATIVA:Lo rural como punta de lanza de transformación económica, social y sos"
perfil_005_emprendedora_rural_agroalimentaria,Emprendedora rural en el sector agroalimentario,2,doc_0213,Resultados fase entender HUB Innovación Colaborativa Territorial 2023- Nueva Ruralidad Regenerativa,CEEI Elche,Informes_y_Publicaciones,pdf,data/raw/ceei_elche/pdf/Informes_y_Publicaciones/Resultados fase entender HUB Innovación Colaborativa Territorial 2023- Nueva Ruralidad Regenerativa.pdf,,0.657696,"[0.0495, -0.0012, 0.0971, 0.0359, 0.0511, -0.0038, -0.0208, -0.0251]","[0.0195, -0.0439, 0.0881, -0.0105, 0.0109, 0.0002, -0.1088, -0.039]",Resultados fase entender HUB Innovación Colaborativa Territorial 2023- Nueva Ruralidad Regenerativa | CEEI Elche | Informes_y_Publicaciones | pdf | Resultados fase entender HUB Innovación Colaborativa Territorial 2023- Nueva Ruralidad Regenerativa CEEI Elche Informes_y_Publicaciones pdf METODOLOGÍA 2 Índice 2 1.Introducción y modelo2.Las áreas de Interés3.Resultados de valoración de los agentes4.Conclusionesj 3 IntroducciónEl proyecto Nueva Ruralidad regenerativa en Alicante busca dar los bajo l
perfil_005_emprendedora_rural_agroalimentaria,Emprendedora rural en el sector agroalimentario,3,doc_0214,Resultados proyecto piloto HUB Innovación Colaborativa Territorial 2021 - 2022,CEEI Elche,Informes_y_Publicaciones,pdf,data/raw/ceei_elche/pdf/Informes_y_Publicaciones/Resultados proyecto piloto HUB Innovación Colaborativa Territorial 2021 - 2022.pdf,,0.570008,"[0.0495, -0.0012, 0.0971, 0.0359, 0.0511, -0.0038, -0.0208, -0.0251]","[0.0137, -0.0531, 0.048, -0.0232, 0.0004, 0.0045, -0.141, 0.0123]",Resultados proyecto piloto HUB Innovación Colaborativa Territorial 2021 - 2022 | CEEI Elche | Informes_y_Publicaciones | pdf | Resultados proyecto piloto HUB Innovación Colaborativa Territorial 2021 - 2022 CEEI Elche Informes_y_Publicaciones pdf INNOVACIÓNCOLABORATIVATERRITORIALDel desarrollolocal a la innovaciónterritorial COORDINAFINANCIA METODOLOGÍA ÍNDICE EL PROYECTOFASE 01.Definición del marco metodológico detrabajo2.Generación del Equipo de Reflexión Estratégica Territorial(ERET) FASE 11.M
perfil_005_emprendedora_rural_agroalimentaria,Emprendedora rural en el sector agroalimentario,4,doc_0095,Granja Escuela,CEEI Elche,Fichas,pdf,data/raw/ceei_elche/pdf/Fichas/Granja Escuela.pdf,,0.561327,"[0.0495, -0.0012, 0.0971, 0.0359, 0.0511, -0.0038, -0.0208, -0.0251]","[0.0595, 0.0371, 0.0578, 0.065, 0.0802, -0.0075, -0.055, -0.0556]","Granja Escuela | CEEI Elche | Fichas | pdf | Granja Escuela CEEI Elche Fichas pdf Fichas de Actividades Empresariales www.recursosparaemprendedores.es Granja Escuela CONTEXTO SECTORIAL En la actualidad están surgiendo numerosas iniciativas que pretenden dar respuesta a las necesidades de actividades educativas relacionadas con el medioambiente, el ocio y el turismo, como son los itinerarios ecológicos, campos de trabajo, granjas escuela, aulas de la naturaleza, etc. Estas actividades nacen como"
perfil_005_emprendedora_rural_agroalimentaria,Emprendedora rural en el sector agroalimentario,5,doc_0189,Análisis de la capacidad tractora de las empresas de la Provincia de AlicanteIdentificación de las micro y pequeñas empr,CEEI Elche,Informes_y_Publicaciones,pdf,data/raw/ceei_elche/pdf/Informes_y_Publicaciones/Análisis de la capacidad tractora de las empresas de la Provincia de AlicanteIdentificación de las micro y pequeñas empr.pdf,,0.554721,"[0.0495, -0.0012, 0.0971, 0.0359, 0.0511, -0.0038, -0.0208, -0.0251]","[0.0481, -0.0358, 0.0552, 0.0042, 0.0358, -0.0681, -0.0317, 0.0402]",Análisis de la capacidad tractora de las empresas de la Provincia de AlicanteIdentificación de las micro y pequeñas empr | CEEI Elche | Informes_y_Publicaciones | pdf | Análisis de la capacidad tractora de las empresas de la Provincia de AlicanteIdentificación de las micro y pequeñas empr CEEI Elche Informes_y_Publicaciones pdf DE LA PROVINCIA DE ALICANTE IDENTIFICACIÓN DE LAS MICRO Y PEQUEÑAS EMPRESAS MÁS DINÁMICAS ANÁLISIS DE LA CAPACIDAD TRACTORA DE LAS EMPRESAS 1. PRESENTACIÓN: CONTEXTO GENE
perfil_005_emprendedora_rural_agroalimentaria,Emprendedora rural en el sector agroalimentario,6,doc_0190,Análisis para la definición de las competencias del perfil profesional de un Agente de Desarrollo Local_,CEEI Elche,Informes_y_Publicaciones,pdf,data/raw/ceei_elche/pdf/Informes_y_Publicaciones/Análisis para la definición de las competencias del perfil profesional de un Agente de Desarrollo Local_.pdf,,0.546389,"[0.0495, -0.0012, 0.0971, 0.0359, 0.0511, -0.0038, -0.0208, -0.0251]","[-0.0089, -0.036, 0.0546, -0.0088, -0.001, -0.008, 0.0429, 0.0734]","Análisis para la definición de las competencias del perfil profesional de un Agente de Desarrollo Local_ | CEEI Elche | Informes_y_Publicaciones | pdf | Análisis para la definición de las competencias del perfil profesional de un Agente de Desarrollo Local_ CEEI Elche Informes_y_Publicaciones pdf PERFIL DEL PERSONAL TÉCNICO EN GESTIÓN DEL DESARROLLO LOCAL EN LA COMUNIDAD VALENCIANA PRIMERA PARTE:Estudio exploratorio sobre la evolución, funciones, actividades,redes de trabajo, formación, percepci"
perfil_005_emprendedora_rural_agroalimentaria,Emprendedora rural en el sector agroalimentario,7,doc_0075,Empresas de Jardinería,CEEI Elche,Fichas,pdf,data/raw/ceei_elche/pdf/Fichas/Empresas de Jardinería.pdf,,0.546253,"[0.0495, -0.0012, 0.0971, 0.0359, 0.0511, -0.0038, -0.0208, -0.0251]","[0.087, -0.0456, 0.0562, 0.0197, 0.1318, -0.0154, -0.0536, 0.0008]","Empresas de Jardinería | CEEI Elche | Fichas | pdf | Empresas de Jardinería CEEI Elche Fichas pdf Empresas de Jardinería CONTEXTO SECTORIAL La actividad de servicios de jardinería se incluye en el sector de la ordenación urbana y planificación paisajística y de jardines y en el sector silvícola. La Organización Mundial de la Salud (OMS) fija entre 10 y 15 m2 por habitante la superficie idónea de zona verde urbana. España se encuentra en esta media con unos 11,3 m 2 por habitante y se destina al"
perfil_005_emprendedora_rural_agroalimentaria,Emprendedora rural en el sector agroalimentario,8,doc_0114,Producción Hidropónica y Aeropónica de Bajo Consumo,CEEI Elche,Fichas,pdf,data/raw/ceei_elche/pdf/Fichas/Producción Hidropónica y Aeropónica de Bajo Consumo.pdf,,0.541739,"[0.0495, -0.0012, 0.0971, 0.0359, 0.0511, -0.0038, -0.0208, -0.0251]","[0.0185, 0.0278, 0.0461, 0.0031, 0.0612, -0.0593, -0.0278, 0.0498]","Producción Hidropónica y Aeropónica de Bajo Consumo | CEEI Elche | Fichas | pdf | Producción Hidropónica y Aeropónica de Bajo Consumo CEEI Elche Fichas pdf La producción hidropónica y aeropónica forma parte del sector de agricultura intensiva tecnificada, orientado a la eficien- cia en el uso de agua, suelo y energía, y alineado con los principios de la economía circular y la sostenibilidad. El mercado mundial de la agricultura vertical alcanzó un valor de alrededor de 8,80 mil millones de dólar"
perfil_005_emprendedora_rural_agroalimentaria,Emprendedora rural en el sector agroalimentario,9,doc_0055,Consultoría de Proyectos y Captación de Financiación,CEEI Elche,Fichas,pdf,data/raw/ceei_elche/pdf/Fichas/Consultoría de Proyectos y Captación de Financiación.pdf,,0.536867,"[0.0495, -0.0012, 0.0971, 0.0359, 0.0511, -0.0038, -0.0208, -0.0251]","[-0.0011, -0.0159, -0.0384, 0.0449, 0.0934, 0.0358, -0.0562, 0.025]","Consultoría de Proyectos y Captación de Financiación | CEEI Elche | Fichas | pdf | Consultoría de Proyectos y Captación de Financiación CEEI Elche Fichas pdf Fichas de Actividades Empresariales CONTEXTO SECTORIAL Las empresas consultoras de proyectos y captación de financiación ayudan tanto a emprendedores como a otras empresas a conseguir nuevas fuentes de financiación, pública o privada. A nivel nacional, las empresas de consultoría han sufrido un descenso del 2,4% en su facturación, debido fu"
perfil_005_emprendedora_rural_agroalimentaria,Emprendedora rural en el sector agroalimentario,10,doc_0022,Agencia de Transporte Local,CEEI Elche,Fichas,pdf,data/raw/ceei_elche/pdf/Fichas/Agencia de Transporte Local.pdf,,0.534848,"[0.0495, -0.0012, 0.0971, 0.0359, 0.0511, -0.0038, -0.0208, -0.0251]","[0.0627, -0.0323, 0.0546, 0.0346, 0.0338, -0.0024, 0.0054, 0.0433]",Agencia de Transporte Local | CEEI Elche | Fichas | pdf | Agencia de Transporte Local CEEI Elche Fichas pdf Fichas de Actividades Empresariales www.recursosparaemprendedores.es AMENAZAS Alta competitividad Intrusismo profesional Crisis económica: menor necesidad de contratación (menos actividad económica y mayor tiempo libre) Servicio estatal de Correos Fuerte competencia de las franquicias de transporte PUNTOS FUERTES El empleo de medios de transporte respetuosos con el medio ambiente ofrece un
perfil_006_fundador_cooperativa_impacto,Fundador de cooperativa de impacto social,1,doc_0002,Guia de responsabilidad social de la empresaGuía d,CEEI Elche,General,pdf,data/raw/ceei_elche/original/Guia de responsabilidad social de la empresaGuía d.pdf,,0.731076,"[-0.0632, 0.0041, 0.0342, 0.0194, 0.0523, 0.0393, -0.0298, 0.0472]","[-0.0319, -0.0092, 0.0259, 0.0103, 0.064, -0.0261, 0.0224, 0.0393]","Guia de responsabilidad social de la empresaGuía d | CEEI Elche | General | pdf | Guia de responsabilidad social de la empresaGuía d CEEI Elche General pdf GUÍA DE RESPONSABILIDAD SOCIAL DE LA EMPRESA Contexto En un contexto de economía y sociedad global imparable, caracterizado por una interdependencia cada vez mayor , el terre- no de las consecuencias de nuestras acciones se amplía sensible- mente. Aumenta, por tanto, la responsabilidad de la empresa a la hora de tomar decisiones cuyas consecu"
perfil_006_fundador_cooperativa_impacto,Fundador de cooperativa de impacto social,2,doc_0155,Claves para crear una cultura de innovación colaborativa en tu empresa,CEEI Elche,Infografias,pdf,data/raw/ceei_elche/pdf/Infografias/Claves para crear una cultura de innovación colaborativa en tu empresa.pdf,,0.559319,"[-0.0632, 0.0041, 0.0342, 0.0194, 0.0523, 0.0393, -0.0298, 0.0472]","[-0.0341, -0.0426, 0.0071, -0.04, -0.0728, -0.0141, -0.054, 0.0079]","Claves para crear una cultura de innovación colaborativa en tu empresa | CEEI Elche | Infografias | pdf | Claves para crear una cultura de innovación colaborativa en tu empresa CEEI Elche Infografias pdf FIN AN CIA: CO O RD IN A: FOMENTAR LA DIVERSIDAD Y LA INCLUSIÓN La diversidad de perspectivas y experiencias es muy útil para generar grandes conversaciones y reflexiones. Incentiva la participación de empleados de diferentes antecedentes, departamentos y niveles jerárquicos. ESTABLECER UN ENTOR"
perfil_006_fundador_cooperativa_impacto,Fundador de cooperativa de impacto social,3,doc_0078,Empresas de Servicios Sociales,CEEI Elche,Fichas,pdf,data/raw/ceei_elche/pdf/Fichas/Empresas de Servicios Sociales.pdf,,0.555273,"[-0.0632, 0.0041, 0.0342, 0.0194, 0.0523, 0.0393, -0.0298, 0.0472]","[-0.0106, -0.0276, 0.0259, 0.0315, 0.0589, 0.0203, 0.0106, 0.076]","Empresas de Servicios Sociales | CEEI Elche | Fichas | pdf | Empresas de Servicios Sociales CEEI Elche Fichas pdf CONTEXTO SECTORIAL ANÁLISIS DE LA DEMANDA TAMAÑO DE MERCADO CLIENTES Fichas de Actividades Empresariales www.recursosparaemprendedores.es EVOLUCIÓN DEL NÚMERO DE EMPRESAS SOCIALES. COMUNITAT VALENCIANA Tras la pandemia de la COVID-19, el gasto social del Estado se incrementa un 10,3%, impulsado con fondos del plan de la Unión Europea. La población de más de 65 años ya representa casi"
perfil_006_fundador_cooperativa_impacto,Fundador de cooperativa de impacto social,4,doc_0050,Community Manager,CEEI Elche,Fichas,pdf,data/raw/ceei_elche/pdf/Fichas/Community Manager.pdf,,0.546739,"[-0.0632, 0.0041, 0.0342, 0.0194, 0.0523, 0.0393, -0.0298, 0.0472]","[0.0141, -0.034, 0.0585, 0.0153, 0.0018, -0.0455, -0.0258, 0.0295]","Community Manager | CEEI Elche | Fichas | pdf | Community Manager CEEI Elche Fichas pdf Fichas de Actividades Empresariales www.recursosparaemprendedores.es CONTEXTO SECTORIAL En el contexto actual en el que los consumidores emplean cada vez más el medio digital para informarse sobre las empresas, sus marcas, la aparición de nuevos productos e incluso la compra de los mismos, es necesario que las organizaciones se posicionen correctamente. Este aspecto fomenta la aparición de perfiles como el de"
perfil_006_fundador_cooperativa_impacto,Fundador de cooperativa de impacto social,5,doc_0175,Pasos para realizar el Plan Social Media de tu negocio,CEEI Elche,Infografias,pdf,data/raw/ceei_elche/pdf/Infografias/Pasos para realizar el Plan Social Media de tu negocio.pdf,,0.546588,"[-0.0632, 0.0041, 0.0342, 0.0194, 0.0523, 0.0393, -0.0298, 0.0472]","[-0.0302, -0.029, 0.0381, -0.0595, 0.0372, -0.005, -0.023, 0.0752]",Pasos para realizar el Plan Social Media de tu negocio | CEEI Elche | Infografias | pdf | Pasos para realizar el Plan Social Media de tu negocio CEEI Elche Infografias pdf F I N A N C I A : C O O R D I N A : DEFINE LOS OBJETIVOS Y TU ESTRATEGIA PASOS PARA REALIZAR EL P L A N S O C I A L M E D I A DE TU NEGOCIO Tener presencia en las principales redes sociales en las que está tu público objetivo es imprescindible para la buena marcha de tu empresa. Un Plan de Social Media recoge las estrategias y
perfil_006_fundador_cooperativa_impacto,Fundador de cooperativa de impacto social,6,doc_0400,Alianzas estratégicas entre empresas y startups Cómo construir relaciones que beneficien a ambas partes,CEEI Valencia,Documento_PDF,pdf,documentos_ceei_valencia/22544_alianzas_estrategicas_entre_empresas_y_startups_como_construir_relaciones_que_beneficien_a.pdf,https://ceeivalencia.emprenemjunts.es/?op=13&n=22544,0.539819,"[-0.0632, 0.0041, 0.0342, 0.0194, 0.0523, 0.0393, -0.0298, 0.0472]","[-0.0578, -0.0796, 0.0002, 0.0524, -0.0161, 0.017, -0.032, 0.0512]",Alianzas estratégicas entre empresas y startups Cómo construir relaciones que beneficien a ambas partes | CEEI Valencia | Documento_PDF | pdf | https://ceeivalencia.emprenemjunts.es/?op=13&n=22544 | Alianzas estratégicas entre empresas y startups Cómo construir relaciones que beneficien a ambas partes CEEI Valencia Documento_PDF pdf https://ceeivalencia.emprenemjunts.es/?op=13&n=22544 MANUAL FORMATIVO CÓMO CONSTRUIR RELACIONES QUE BENEFICIEN A AMBAS PARTES. Alianzas estrategicas entre empresas y
